,princeton_positions,o_net_titles,similarity_score
2490,Production Coordinator,Hydroelectric Production Managers,0.408248290463863
2491,Assistant Secretary,Food Preparation Workers,0.0
2492,Academic Advisor,Food Preparation Workers,0.0
2493,Financial Risk Associate,Financial Risk Specialists,0.6666666666666669
2494,2nd Year Resident,Food Preparation Workers,0.0
2495,Unit Head,Chefs and Head Cooks,0.35355339059327373
2496,Community Science Program Assistant,Forensic Science Technicians,0.2886751345948129
2497,Marine Engineer,Sailors and Marine Oilers,0.35355339059327373
2498,Scientist I,Food Preparation Workers,0.0
2499,Correspondent,Food Preparation Workers,0.0
2500,Senior trader,Food Preparation Workers,0.0
2501,Technical Account Manager,Technical Writers,0.408248290463863
2502,Research Software Development Engineer II,Software Developers,0.3162277660168379
2503,Senior Trade Marketing Manager,Marketing Managers,0.35355339059327373
2504,Scientific Researcher,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.21320071635561041
2505,Staff User Experience Researcher,Computer User Support Specialists,0.25
2506,Hydraulic Engineer,Food Preparation Workers,0.0
2507,Navy Head Squash Coach,Chefs and Head Cooks,0.25
2508,Lighting Artist,Lighting Technicians,0.4999999999999999
2509,Staff Battery Design Engineer,Food Preparation Workers,0.0
2510,Head of Strategy,Chefs and Head Cooks,0.2886751345948129
2511,Senior Software Development Engineer,Software Developers,0.35355339059327373
2512,Sales Director,Sales Managers,0.4999999999999999
2513,Senior Attitude Determination and Control System Engineer,Water and Wastewater Treatment Plant and System Operators,0.3585685828003181
2514,Assessment Content Manager,Food Preparation Workers,0.0
2515,Awards Director,Food Preparation Workers,0.0
2516,Blogger,Food Preparation Workers,0.0
2517,Analysis Coordinator,"Compensation, Benefits, and Job Analysis Specialists",0.2886751345948129
2518,Not-for-Profit Healthcare Investment Banking Associate,Healthcare Social Workers,0.2182178902359924
2519,Implementation Lead,Food Preparation Workers,0.0
2520,Publicity Director,Food Preparation Workers,0.0
2521,TMT Corporate Access Specialist,Food Preparation Workers,0.0
2522,Loads Engineer,Food Preparation Workers,0.0
2523,Audio Producer,Audio and Video Technicians,0.35355339059327373
2524,Program Analyst IV,Food Preparation Workers,0.0
2525,Navigator,Food Preparation Workers,0.0
2526,ESG Associate,Food Preparation Workers,0.0
2527,Administrative Resident,Administrative Services Managers,0.408248290463863
2528,Operations Supervisor,Airfield Operations Specialists,0.408248290463863
2529,Doctoral Researcher,Food Preparation Workers,0.0
2530,National Account Sales Manager,Sales Managers,0.35355339059327373
2531,Registration Services Coordinator,Administrative Services Managers,0.3333333333333334
2532,Research Associate I,Clinical Research Coordinators,0.408248290463863
2533,Consumer Marketing Manager,Marketing Managers,0.408248290463863
2534,Senior Account Partner,Bill and Account Collectors,0.2886751345948129
2535,Marketing Communications Consultant,Marketing Managers,0.408248290463863
2536,Associate Counsel,Food Preparation Workers,0.0
2537,Community Director,Community Health Workers,0.408248290463863
2538,Digital Brand Specialist,Digital Forensics Analysts,0.3333333333333334
2539,Legal Aide,Paralegals and Legal Assistants,0.35355339059327373
2540,Community Developer,Community Health Workers,0.408248290463863
2541,Special Projects Editor,Special Forces,0.408248290463863
2542,Project Fellow,Project Management Specialists,0.408248290463863
2543,Group Director,Exercise Trainers and Group Fitness Instructors,0.2886751345948129
2544,Senior Streaming Engineer,Food Preparation Workers,0.0
2545,Sales Development Representative,Sales Managers,0.408248290463863
2546,Senior Process Engineer,Photographic Process Workers and Processing Machine Operators,0.2182178902359924
2547,Business Associate,Business Continuity Planners,0.408248290463863
2548,Bertha Justice Fellow,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.2182178902359924
2549,Strategy Project Manager,Project Management Specialists,0.3333333333333334
2550,Lab Technician,Food Preparation Workers,0.0
2551,NASA Postdoctoral Program fellow,Food Preparation Workers,0.0
2552,Ticket Sales Associate,Sales Managers,0.408248290463863
2553,Co-Investigator,Food Preparation Workers,0.0
2554,Internal Consultant,General Internal Medicine Physicians,0.35355339059327373
2555,Recruiting Manager,Food Preparation Workers,0.0
2556,Actuarial Analyst,Food Preparation Workers,0.0
2557,Financial Advisor,Financial Examiners,0.4999999999999999
2558,Senior Security Engineer,Security Managers,0.408248290463863
2559,General Surgery Resident,"Dentists, General",0.408248290463863
2560,Traditional Irish Music Teacher,Music Therapists,0.35355339059327373
2561,Advancement Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.2357022603955158
2562,Sea Level Rise Fellow,Food Preparation Workers,0.0
2563,Perfumer,Food Preparation Workers,0.0
2564,Investment Professional,Investment Fund Managers,0.408248290463863
2565,Staff Accountant,Food Preparation Workers,0.0
2566,Associate Wealth Advisor,Food Preparation Workers,0.0
2567,Sales Lead Manager,Sales Managers,0.408248290463863
2568,Foreign Exchange Trader,"Foreign Language and Literature Teachers, Postsecondary",0.2357022603955159
2569,Mathematics Tutor,Food Preparation Workers,0.0
2570,Senior Research Coordinator,Clinical Research Coordinators,0.3333333333333334
2571,Spanish Interpreter,Food Preparation Workers,0.0
2572,Senior Staff Demand Planner,Food Preparation Workers,0.0
2573,Senior Data Science Manager,Data Scientists,0.35355339059327373
2574,Senior Speech Scientist,Speech-Language Pathologists,0.3333333333333334
2575,PGY-4 Resident,Food Preparation Workers,0.0
2576,Master of Public Administration,Public Relations Specialists,0.2886751345948129
2577,Strategy Associate,Food Preparation Workers,0.0
2578,Account Executive Team Lead,Executive Secretaries and Executive Administrative Assistants,0.35355339059327373
2579,Head of e-Commerce,Chefs and Head Cooks,0.2886751345948129
2580,Narrative Writer II,Food Preparation Workers,0.0
2581,Festival Producer,Food Preparation Workers,0.0
2582,Category Specialist II,Food Preparation Workers,0.0
2583,Scientist IV,Food Preparation Workers,0.0
2584,Named Research Assistant,Clinical Research Coordinators,0.3333333333333334
2585,Behavioral Scientist,Substance Abuse and Behavioral Disorder Counselors,0.2886751345948129
2586,Lead Certified Climbing Wall Instructor,"Insulation Workers, Floor, Ceiling, and Wall",0.18257418583505539
2587,Academic Coordinator,Food Preparation Workers,0.0
2588,Human Services Specialist,Administrative Services Managers,0.3333333333333334
2589,Junior Copywriter,Food Preparation Workers,0.0
2590,Assistant Director,Food Preparation Workers,0.0
2591,Battalion Air Officer,Air Traffic Controllers,0.3333333333333334
2592,Digital Fellow,Digital Forensics Analysts,0.408248290463863
2593,Editor and Writer,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.420084025208403
2594,Associate Consultant,Food Preparation Workers,0.0
2595,Freelance Marketing Consultant,Marketing Managers,0.408248290463863
2596,Enterprise Client Service Partner,Food Service Managers,0.2886751345948129
2597,Senior Mechanical Engineer,Mechanical Drafters,0.408248290463863
2598,Digital Account Executive,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
2599,Co-Vice President,Food Preparation Workers,0.0
2600,Staff Geologist,Food Preparation Workers,0.0
2601,Marketing Intern,Marketing Managers,0.4999999999999999
2602,Senior Staff Attorney,Food Preparation Workers,0.0
2603,Studio Artist,Food Preparation Workers,0.0
2604,Fellow Physician,Physician Assistants,0.4999999999999999
2605,Senior Research Manager,Clinical Research Coordinators,0.3333333333333334
2606,Development Assistant,Training and Development Managers,0.35355339059327373
2607,Internal Medicine Hospitalist,General Internal Medicine Physicians,0.5773502691896258
2608,Commander,Food Preparation Workers,0.0
2609,Portfolio Associate,Food Preparation Workers,0.0
2610,Anti-Money Laundering Associate,Food Preparation Workers,0.0
2611,Senior Adviser,Food Preparation Workers,0.0
2612,Emerging Markets Credit Trader,Credit Counselors,0.35355339059327373
2613,Associate Portfolio Manager,Food Preparation Workers,0.0
2614,Lead Architect,Food Preparation Workers,0.0
2615,Psychology Resident,"Psychology Teachers, Postsecondary",0.408248290463863
2616,Actress,Food Preparation Workers,0.0
2617,Backend Engineer III,Food Preparation Workers,0.0
2618,Education Policy Analyst,"Education Teachers, Postsecondary",0.3333333333333334
2619,Employee Engagement & Business Services Training Program Manager,Business Continuity Planners,0.2182178902359924
2620,Senior Clinical Trials Specialist,Clinical Neuropsychologists,0.35355339059327373
2621,Historian,Food Preparation Workers,0.0
2622,Senior Product Design Engineer,Demonstrators and Product Promoters,0.25
2623,Associate Teacher,Food Preparation Workers,0.0
2624,Aerospace and Mechanical Engineer,Aerospace Engineering and Operations Technologists and Technicians,0.5
2625,MSt Candidate,Food Preparation Workers,0.0
2626,Hematology Oncology Fellow,Food Preparation Workers,0.0
2627,College Guidance Director,"Educational, Guidance, and Career Counselors and Advisors",0.19245008972987526
2628,Co-Manager,Food Preparation Workers,0.0
2629,Research Coordinator II,Clinical Research Coordinators,0.3333333333333334
2630,Copyeditor,Food Preparation Workers,0.0
2631,Assistant Barn Manager,Food Preparation Workers,0.0
2632,Research Product Manager,Clinical Research Coordinators,0.3333333333333334
2633,Cofounder,Food Preparation Workers,0.0
2634,Q Clinic: Clinical Student,Clinical Neuropsychologists,0.408248290463863
2635,Music Coordinator,Music Therapists,0.4999999999999999
2636,Benefits Architect,Compensation and Benefits Managers,0.35355339059327373
2637,Skills Trainer II,Food Preparation Workers,0.0
2638,Master Candidate,Food Preparation Workers,0.0
2639,Structural and Mechanical Engineer,Electro-Mechanical and Mechatronics Technologists and Technicians,0.5
2640,Marketing and Social Media Associate,Librarians and Media Collections Specialists,0.39999999999999997
2641,Legal Recovery Assistant,Paralegals and Legal Assistants,0.2886751345948129
2642,Private Equity Investor,"Cooks, Private Household",0.3333333333333334
2643,Assistant Unit Leader,"Service Unit Operators, Oil and Gas",0.2357022603955159
2644,Licensed Naturopathic Doctor,Naturopathic Physicians,0.408248290463863
2645,High School Science Teacher,School Psychologists,0.35355339059327373
2646,First Grade Resource Teacher,Water Resource Specialists,0.2886751345948129
2647,Physician,Physician Assistants,0.7071067811865475
2648,Fabrication Engineer II,Food Preparation Workers,0.0
2649,Senior Director of Impact,Cleaners of Vehicles and Equipment,0.22360679774997896
2650,Business Operations and Ecommerce Senior Manager,General and Operations Managers,0.4082482904638631
2651,US Privacy Compliance & Information Security Governance Lead,Information Security Engineers,0.4364357804719848
2652,Events Coordinator,Food Preparation Workers,0.0
2653,CRM Manager,Food Preparation Workers,0.0
2654,Inbound Wholesaling Associate,Food Preparation Workers,0.0
2655,Senior Product Marketing Manager,Marketing Managers,0.35355339059327373
2656,NSF EAR Postdoctoral Research Fellow,Clinical Research Coordinators,0.25819888974716115
2657,Lead Manager,Food Preparation Workers,0.0
2658,Climate Resilience Specialist,Climate Change Policy Analysts,0.2886751345948129
2659,Formation and Aging Process Engineer,Photographic Process Workers and Processing Machine Operators,0.3380617018914066
2660,Project Accountant,Project Management Specialists,0.408248290463863
2661,Clinical Scientist II,Clinical Neuropsychologists,0.408248290463863
2662,User Experiance Researcher,Computer User Support Specialists,0.2886751345948129
2663,Associate Analyst,Food Preparation Workers,0.0
2664,3B Teacher,Food Preparation Workers,0.0
2665,Research Consultant,Clinical Research Coordinators,0.408248290463863
2666,Communications Officer,"Communications Teachers, Postsecondary",0.408248290463863
2667,Investigator,Food Preparation Workers,0.0
2668,Lead Mechanical Engineer,Mechanical Drafters,0.408248290463863
2669,International Student & Scholar Coordinator,Food Preparation Workers,0.0
2670,Senior Assistant Planner,Food Preparation Workers,0.0
2671,Human Resources Information System Analyst,Human Resources Specialists,0.5163977794943223
2672,Board Observer,Food Preparation Workers,0.0
2673,Management Consulting Manager,Management Analysts,0.408248290463863
2674,Head Coach,Chefs and Head Cooks,0.35355339059327373
2675,Project Engineer III,Project Management Specialists,0.3333333333333334
2676,Full Stack Engineer,Food Preparation Workers,0.0
2677,Psychiatric Nurse Practitioner,Nurse Anesthetists,0.408248290463863
2678,Member,Food Preparation Workers,0.0
2679,Geologist I,Food Preparation Workers,0.0
2680,Investment Banking Senior Analyst,Investment Fund Managers,0.2886751345948129
2681,Script Reader,Food Preparation Workers,0.0
2682,Interim Director,Food Preparation Workers,0.0
2683,SSD Firmware Simulation Engineer,Food Preparation Workers,0.0
2684,Co-Host,Food Preparation Workers,0.0
2685,Cognitive Consultant,Food Preparation Workers,0.0
2686,Manager of Instruction,Cleaners of Vehicles and Equipment,0.25819888974716115
2687,Research Development Software Engineer,Software Developers,0.35355339059327373
2688,Impact Strategist,Food Preparation Workers,0.0
2689,Head of Product,Chefs and Head Cooks,0.2886751345948129
2690,Curriculum Production Associate,Hydroelectric Production Managers,0.3333333333333334
2691,Senior Instructor,Food Preparation Workers,0.0
2692,Assistant Medical Director,Medical Transcriptionists,0.408248290463863
2693,Music Tech Founder,Music Therapists,0.408248290463863
2694,Mathematical Statistician,"Mathematical Science Teachers, Postsecondary",0.35355339059327373
2695,Faculty Lecturer,Food Preparation Workers,0.0
2696,Bioethicist,Food Preparation Workers,0.0
2697,Editor At Large,Food Preparation Workers,0.0
2698,R&D Manager,Food Preparation Workers,0.0
2699,Freelance Photojournalist,Food Preparation Workers,0.0
2700,Pro Tutor,Food Preparation Workers,0.0
2701,Satellite Systems Engineer,Computer Systems Analysts,0.3333333333333334
2702,Founder & CEO,Food Preparation Workers,0.0
2703,Child Life Assistant,"Life Scientists, All Other",0.2886751345948129
2704,MFA Student,Food Preparation Workers,0.0
2705,Admission Counselor,Food Preparation Workers,0.0
2706,Veterinarian Reviewer,Food Preparation Workers,0.0
2707,Physical Security Engineer,Physical Therapists,0.408248290463863
2708,Regional Spirits & RTD Manager,Urban and Regional Planners,0.25
2709,Lead Revenue Operations Analyst,Airfield Operations Specialists,0.2886751345948129
2710,Social Service Program Data Manager,Social and Human Service Assistants,0.39999999999999997
2711,Junior Partner,Food Preparation Workers,0.0
2712,Administrative Fellow,Administrative Services Managers,0.408248290463863
2713,Technical Analyst,Technical Writers,0.4999999999999999
2714,Experience Lead,Food Preparation Workers,0.0
2715,Senior Managing Director,Food Preparation Workers,0.0
2716,Ecommerce Manager,Food Preparation Workers,0.0
2717,Math Teacher,Food Preparation Workers,0.0
2718,Senior Manager II,Food Preparation Workers,0.0
2719,Certified Nurse Midwife,Nurse Anesthetists,0.408248290463863
2720,MBA Student,Food Preparation Workers,0.0
2721,Search Manager,Search Marketing Strategists,0.408248290463863
2722,Senior Development Assistant,Training and Development Managers,0.2886751345948129
2723,Quant Engineer,Food Preparation Workers,0.0
2724,Strategy and Consulting Senior Analyst,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.32539568672798425
2725,Freelance Journalist,Food Preparation Workers,0.0
2726,LA Digital Marketing Manager,Marketing Managers,0.35355339059327373
2727,Head Masters Coach,Chefs and Head Cooks,0.2886751345948129
2728,Member of Technical Staff,Technical Writers,0.35355339059327373
2729,Family Medicine Physician,Family Medicine Physicians,0.6666666666666669
2730,Senior Cloud Customer Engineer,Customer Service Representatives,0.2886751345948129
2731,Engineering Leader,Automotive Engineering Technicians,0.408248290463863
2732,Chief Research Officer,Chief Executives,0.408248290463863
2733,Data Analyst II,Data Scientists,0.408248290463863
2734,Audit Support Assistant,Computer Network Support Specialists,0.2886751345948129
2735,Staff Product Manager,Demonstrators and Product Promoters,0.2886751345948129
2736,Software Developer I,Software Developers,0.4999999999999999
2737,Medical Research Scholar,Medical Transcriptionists,0.408248290463863
2738,Associate Quantitative Researcher,Financial Quantitative Analysts,0.3333333333333334
2739,Senior UX Analyst,Food Preparation Workers,0.0
2740,Commercial Enterprise Lead,Commercial Divers,0.408248290463863
2741,Executive Business Partner,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
2742,Art Teacher,Art Directors,0.4999999999999999
2743,Content Marketing Writer,Marketing Managers,0.408248290463863
2744,Associate Physician,Physician Assistants,0.4999999999999999
2745,College Essay Coach,Food Preparation Workers,0.0
2746,Workday Integrations Consultant,Food Preparation Workers,0.0
2747,Chief Urology Resident,Chief Executives,0.408248290463863
2748,Postgraduate Research Associate,Clinical Research Coordinators,0.3333333333333334
2749,Art Director,Art Directors,0.4999999999999999
2750,Research Scientist II,Clinical Research Coordinators,0.3333333333333334
2751,Chemist,Food Preparation Workers,0.0
2752,Sleep Medicine Fellow,Family Medicine Physicians,0.3333333333333334
2753,Chief Communications Officer,Chief Executives,0.408248290463863
2754,Senior Market Research Manager,Market Research Analysts and Marketing Specialists,0.4082482904638631
2755,Clinical Cardiology Fellow,Clinical Neuropsychologists,0.408248290463863
2756,Technical Lead,Technical Writers,0.4999999999999999
2757,Genetic Counselor,Genetic Counselors,0.4999999999999999
2758,Front Desk Clerk,"Hotel, Motel, and Resort Desk Clerks",0.2357022603955159
2759,Fixed Income Analyst,Food Preparation Workers,0.0
2760,Senior Data Operations Associate,Data Scientists,0.35355339059327373
2761,Trainer,Food Preparation Workers,0.0
2762,Associate Director of Innovation and Learning,"Agents and Business Managers of Artists, Performers, and Athletes",0.36927447293799825
2763,Fulbright Research Scholar,Clinical Research Coordinators,0.3333333333333334
2764,Environmental Communications Specialist,Environmental Engineers,0.408248290463863
2765,Registered Dietitian,Registered Nurses,0.4999999999999999
2766,Compensation Analyst,Compensation and Benefits Managers,0.35355339059327373
2767,Insights Lead,Food Preparation Workers,0.0
2768,Publicity Manager,Food Preparation Workers,0.0
2769,Psychiatry Resident Physician,Physician Assistants,0.408248290463863
2770,Business Operations and Strategy Lead,General and Operations Managers,0.4472135954999579
2771,Account Lead,Bill and Account Collectors,0.35355339059327373
2772,Chief Brand Officer,Chief Executives,0.408248290463863
2773,Legal Services Assistant,Administrative Services Managers,0.3333333333333334
2774,Contract User Research Associate,Clinical Research Coordinators,0.2886751345948129
2775,Stanford Humanities Center Dissertation Prize Fellow,Command and Control Center Officers,0.18257418583505539
2776,Clinical Instructor,Clinical Neuropsychologists,0.4999999999999999
2777,Translator,Food Preparation Workers,0.0
2778,Operation Manager,Food Preparation Workers,0.0
2779,Managing Actuary,Food Preparation Workers,0.0
2780,Staff Counselor,Food Preparation Workers,0.0
2781,Real Estate Analyst,Real Estate Brokers,0.6666666666666669
2782,Analytics Specialist,Food Preparation Workers,0.0
2783,Graduate Teaching Fellow,"Teaching Assistants, Postsecondary",0.3333333333333334
2784,Senior International Product Manager,Demonstrators and Product Promoters,0.25
2785,Individual Giving Manager,Food Preparation Workers,0.0
2786,Science Policy Fellow,Forensic Science Technicians,0.3333333333333334
2787,Registered Patent Agent,Registered Nurses,0.408248290463863
2788,Predoctoral Young Investigator,Food Preparation Workers,0.0
2789,Public Sector Consultant,Public Relations Specialists,0.3333333333333334
2790,Curriculum Specialist,Food Preparation Workers,0.0
2791,Corporate Communications Associate,"Communications Teachers, Postsecondary",0.3333333333333334
2792,Program VISTA,Food Preparation Workers,0.0
2793,Data Science,Data Scientists,0.4999999999999999
2794,Student Teacher,Food Preparation Workers,0.0
2795,Chemistry Teacher,"Chemistry Teachers, Postsecondary",0.408248290463863
2796,Anesthesiology Resident,Food Preparation Workers,0.0
2797,Public Policy Associate,Public Relations Specialists,0.3333333333333334
2798,Human Resources Acquisitions and Divestiture,Human Resources Specialists,0.5163977794943223
2799,Senior Product Strategist,Demonstrators and Product Promoters,0.2886751345948129
2800,Senior Investment Manager,Investment Fund Managers,0.3333333333333334
2801,Communication Specialist,"Media and Communication Workers, All Other",0.2886751345948129
2802,Laboratory Leadership Service Fellow,Ophthalmic Laboratory Technicians,0.2886751345948129
2803,Program and Communications Officer,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
2804,Passenger Service Manager,Passenger Attendants,0.408248290463863
2805,Landscape Architect,Landscape Architects,0.4999999999999999
2806,Staff Program Manager,Food Preparation Workers,0.0
2807,Special Situations Strategist,Special Forces,0.408248290463863
2808,Head of Growth,Chefs and Head Cooks,0.2886751345948129
2809,Associate Production Editor,Hydroelectric Production Managers,0.3333333333333334
2810,Senior Site Reliability Engineer,Brownfield Redevelopment Specialists and Site Managers,0.20412414523193154
2811,Chief of Staff to the CEO,Chief Executives,0.2886751345948129
2812,Compliance AML Analyst,Compliance Managers,0.408248290463863
2813,Academy Scholar,Food Preparation Workers,0.0
2814,Financial Institution Policy Analyst,Financial Examiners,0.35355339059327373
2815,Human Resources Coordinator,Human Resources Specialists,0.6666666666666669
2816,Lead Computational Social Scientist,Healthcare Social Workers,0.2886751345948129
2817,Platoon Leader,Food Preparation Workers,0.0
2818,Agency Attorney,Food Preparation Workers,0.0
2819,School Psychologist,School Psychologists,0.4999999999999999
2820,Senior Informatics Analyst,Health Informatics Specialists,0.3333333333333334
2821,E-Commerce Product Manager,Demonstrators and Product Promoters,0.2886751345948129
2822,iOS Engineer,Food Preparation Workers,0.0
2823,Equity Research Summer Associate,Clinical Research Coordinators,0.2886751345948129
2824,Chief Operations Officer,Chief Executives,0.408248290463863
2825,Making Policy Public Fellow,Public Relations Specialists,0.2886751345948129
2826,Writing Instructor,Food Preparation Workers,0.0
2827,Team Leader,Team Assemblers,0.4999999999999999
2828,Business Program Manager,Business Continuity Planners,0.3333333333333334
2829,Presidential Postdoctoral Fellow,Food Preparation Workers,0.0
2830,Structured Finance Associate,Food Preparation Workers,0.0
2831,Finance Program Coordinator,Food Preparation Workers,0.0
2832,Physician Assistant Fellow,Physician Assistants,0.408248290463863
2833,Engineering Coordinator,Automotive Engineering Technicians,0.408248290463863
2834,Regional Finance Manager,Urban and Regional Planners,0.2886751345948129
2835,Deputy Legal Counsel,Paralegals and Legal Assistants,0.2886751345948129
2836,Radar Systems Engineer,Computer Systems Analysts,0.3333333333333334
2837,Head Of Sales,First-Line Supervisors of Retail Sales Workers,0.4364357804719848
2838,Supply Chain & Production Planning Manager,Supply Chain Managers,0.5163977794943223
2839,Business Owner,Business Continuity Planners,0.408248290463863
2840,Client Service Associate,Food Service Managers,0.3333333333333334
2841,Channel Manager,Food Preparation Workers,0.0
2842,Youth Advocate,Food Preparation Workers,0.0
2843,Simulation Learning Designer,Food Preparation Workers,0.0
2844,Head of Analytics,Chefs and Head Cooks,0.2886751345948129
2845,Content Marketing Lead,Marketing Managers,0.408248290463863
2846,Named Scholar,Food Preparation Workers,0.0
2847,English Instructor,"English Language and Literature Teachers, Postsecondary",0.2886751345948129
2848,Key Holder,Food Preparation Workers,0.0
2849,Tax Controversy Associate,Tax Preparers,0.408248290463863
2850,Policy Engagement Manager,Climate Change Policy Analysts,0.2886751345948129
2851,Partner,Food Preparation Workers,0.0
2852,Finance and Insurance Manager,Insurance Claims and Policy Processing Clerks,0.4082482904638631
2853,Reference and Instructional Librarian,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
2854,Interim Pastor,Food Preparation Workers,0.0
2855,Vice President,Food Preparation Workers,0.0
2856,Waynflete Academic,Food Preparation Workers,0.0
2857,Senior Global Marketing Manager,Marketing Managers,0.35355339059327373
2858,Systematic Credit Trader,Credit Counselors,0.408248290463863
2859,Information Services Librarian,Administrative Services Managers,0.3333333333333334
2860,Senior Admissions Coordinator,Food Preparation Workers,0.0
2861,Corporate Engagement Associate,Food Preparation Workers,0.0
2862,Strategy and Insights Manager,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
2863,RESEARCHER III,Food Preparation Workers,0.0
2864,Frontend Developer,Food Preparation Workers,0.0
2865,Technical Operations Manager,Technical Writers,0.408248290463863
2866,Policy Program Officer,Climate Change Policy Analysts,0.2886751345948129
2867,Web Developer,Web Administrators,0.4999999999999999
2868,Product Analytics & Strategy Analyst,Demonstrators and Product Promoters,0.25
2869,Associate Veterinarian,Food Preparation Workers,0.0
2870,Data Science Consultant,Data Scientists,0.408248290463863
2871,Tutor,Food Preparation Workers,0.0
2872,Strength And Conditioning coach,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.4743416490252569
2873,Social Vice President,Healthcare Social Workers,0.3333333333333334
2874,Strategy Manager,Food Preparation Workers,0.0
2875,Freelance Developer,Food Preparation Workers,0.0
2876,Product Design Prototyper,Demonstrators and Product Promoters,0.2886751345948129
2877,Radiologist,Food Preparation Workers,0.0
2878,Appropriations Director,Food Preparation Workers,0.0
2879,Technical Product Manager,Technical Writers,0.408248290463863
2880,PGY 3 Resident,Food Preparation Workers,0.0
2881,Core Developer,Food Preparation Workers,0.0
2882,DMA candidate,Food Preparation Workers,0.0
2883,Airplane Safety Engineer,Public Safety Telecommunicators,0.3333333333333334
2884,Senior Data Scientist,Data Scientists,0.408248290463863
2885,Production Engineer,Hydroelectric Production Managers,0.408248290463863
2886,Treasurer,Food Preparation Workers,0.0
2887,Market Leader,Market Research Analysts and Marketing Specialists,0.2886751345948129
2888,French Teacher,Food Preparation Workers,0.0
2889,Board Certified Behavior Analyst,Food Preparation Workers,0.0
2890,Founder and CEO,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.420084025208403
2891,Data Engineer II,Data Scientists,0.408248290463863
2892,Process Development Scientist,Training and Development Managers,0.2886751345948129
2893,Digital Capabilities Manager,Digital Forensics Analysts,0.3333333333333334
2894,Professor,Food Preparation Workers,0.0
2895,Recruiting Coordinator,Food Preparation Workers,0.0
2896,General Manager,"Dentists, General",0.4999999999999999
2897,Associate Researcher,Food Preparation Workers,0.0
2898,Assistant Op-Ed Editor,Food Preparation Workers,0.0
2899,Generative AI Developer Relations Lead,Public Relations Specialists,0.25819888974716115
2900,Commodity Analyst,Food Preparation Workers,0.0
2901,Equity Trader,Food Preparation Workers,0.0
2902,Guest Instructor,Food Preparation Workers,0.0
2903,Broker,Food Preparation Workers,0.0
2904,Patent Agent,Food Preparation Workers,0.0
2905,post-doctoral scholar,Food Preparation Workers,0.0
2906,Attending Physician,Physician Assistants,0.4999999999999999
2907,Senior Environmental Planner,Environmental Engineers,0.408248290463863
2908,Senior Platform Engineer,Food Preparation Workers,0.0
2909,Data Scientist I,Data Scientists,0.4999999999999999
2910,Deep Learning Researcher,Food Preparation Workers,0.0
2911,Resource Navigator,Water Resource Specialists,0.408248290463863
2912,Contract Analyst,Food Preparation Workers,0.0
2913,Senior SEO Manager,Food Preparation Workers,0.0
2914,Conductor,Food Preparation Workers,0.0
2915,Deputy Director of Data,Data Scientists,0.35355339059327373
2916,Customer Success Associate,Customer Service Representatives,0.3333333333333334
2917,Founding Lead Data Analyst,Data Scientists,0.35355339059327373
2918,Executive Podcast Editor,Executive Secretaries and Executive Administrative Assistants,0.408248290463863
2919,Instructor in History,"History Teachers, Postsecondary",0.3333333333333334
2920,Partnerships & Revenue Ops Consultant,"Tax Examiners and Collectors, and Revenue Agents",0.16666666666666666
2921,Internal Audit Manager,General Internal Medicine Physicians,0.2886751345948129
2922,Lyricist,Food Preparation Workers,0.0
2923,Upper School Teacher,School Psychologists,0.408248290463863
2924,Senior Production Engineer,Hydroelectric Production Managers,0.3333333333333334
2925,Insights Manager,Food Preparation Workers,0.0
2926,Associate Partner,Food Preparation Workers,0.0
2927,Incoming Assistant Professor,Food Preparation Workers,0.0
2928,Company Owner,Food Preparation Workers,0.0
2929,Lead Instructor,Food Preparation Workers,0.0
2930,Microbiologist,Food Preparation Workers,0.0
2931,Neonatal-Perinatal Fellow,Food Preparation Workers,0.0
2932,Systems and Data Assistant Manager,Network and Computer Systems Administrators,0.39999999999999997
2933,Adjunct Lecturer,Food Preparation Workers,0.0
2934,Inclusive Education Consultant,"Education Teachers, Postsecondary",0.3333333333333334
2935,Development Specialist,Training and Development Managers,0.35355339059327373
2936,Scientific Software Developer,Software Developers,0.408248290463863
2937,Shareholder,Food Preparation Workers,0.0
2938,Outreach and Communications Director,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
2939,Clinical Research Assistant,Clinical Research Coordinators,0.6666666666666669
2940,Nuclear Submarine Officer,Nuclear Engineers,0.408248290463863
2941,Sales Marketing Coordinator,Sales Managers,0.408248290463863
2942,Senior Staff Software Engineer,Software Developers,0.35355339059327373
2943,VIP Implementation Manager,Food Preparation Workers,0.0
2944,Clinical Project Manager,Clinical Neuropsychologists,0.408248290463863
