,princeton_positions,o_net_titles,similarity_score
2265,Product Quality Engineer,Quality Control Analysts,0.40753022128318245
2266,Theater Instructor,Food Preparation Workers,0.0
2267,Business Development Lead,"Business Teachers, Postsecondary",0.31544152443322454
2268,Assistant Prosecutor,Food Preparation Workers,0.0
2269,Associate Dean,Food Preparation Workers,0.0
2270,Health Benefits Data Analyst,Compensation and Benefits Managers,0.4032474652225696
2271,Chief of Staff to the Chief Executive Officer,Chief Executives,0.30071429774003977
2272,Named Predoctoral Fellow,Food Preparation Workers,0.0
2273,Digital Director,Digital Forensics Analysts,0.37881646477864594
2274,Foreign Policy Fellow,"Foreign Language and Literature Teachers, Postsecondary",0.3546967219710283
2275,Interpreter coordinator,Food Preparation Workers,0.0
2276,Senior Launch Engineer,Aircraft Launch and Recovery Specialists,0.43353965026064006
2277,Economic Analyst,Food Preparation Workers,0.0
2278,Associate Staff,Food Preparation Workers,0.0
2279,Assistant,Food Preparation Workers,0.0
2280,small business owner,Outdoor Power Equipment and Other Small Engine Mechanics,0.28549309308772275
2281,Business Insights Manager,"Business Teachers, Postsecondary",0.2887356894441508
2282,Enrollment Manager,Food Preparation Workers,0.0
2283,English Tutor,"English Language and Literature Teachers, Postsecondary",0.3303386934507966
2284,Hardware Engineer II,Computer Hardware Engineers,0.47233573448282473
2285,Executive Director & CEO,Executive Secretaries and Executive Administrative Assistants,0.33929417505227827
2286,Summer Law Clerk,"Law Teachers, Postsecondary",0.3484431103398658
2287,Architecture Faculty Associate,"Architecture Teachers, Postsecondary",0.5097005525052074
2288,Basketball Player,Food Preparation Workers,0.0
2289,Chief Investment Officer,Financial and Investment Analysts,0.32032612737379346
2290,Mechanical Engineer,Mechanical Engineers,0.6387884606480043
2291,Senior Recruitment Consultant,Food Preparation Workers,0.0
2292,Transitioning Service Member,Food Service Managers,0.2475595276465119
2293,Child and Adolescent Psychiatry Fellow,"Child, Family, and School Social Workers",0.31380308603672774
2294,Chemical Sales Manager,Chemical Technicians,0.6275033515133066
2295,Senior Director of Origination,First-Line Supervisors of Security Workers,0.12408780241353765
2296,Client Service Liaison,Food Service Managers,0.26921947199419555
2297,Quality Engineer II,Quality Control Analysts,0.3969162555356376
2298,Production Editor,Helpers--Production Workers,0.4339262076346691
2299,UX Program Manager,Food Preparation Workers,0.0
2300,Business Development Officer,"Business Teachers, Postsecondary",0.30496730764025215
2301,Licensed Clinical Psychologist,Licensed Practical and Licensed Vocational Nurses,0.43976298337097974
2302,Driver Helper,Driver/Sales Workers,0.49205244123110065
2303,Associate Mission Assurance Engineer,Software Quality Assurance Analysts and Testers,0.27700964749488877
2304,Business Initiatives Lead,"Business Teachers, Postsecondary",0.2488532077211597
2305,Growth Marketing Manager,Marketing Managers,0.38943490563524163
2306,Communications and Outreach Specialist,"Communications Teachers, Postsecondary",0.30612867275106403
2307,Dance Artist,Food Preparation Workers,0.0
2308,Aerothermal Engineer,Food Preparation Workers,0.0
2309,UX Researcher,Food Preparation Workers,0.0
2310,Grants Coordinator,Food Preparation Workers,0.0
2311,Wellness Informatics & Account Manager,Health Informatics Specialists,0.41898423663130757
2312,Lighting Technician,Lighting Technicians,0.6310733030741539
2313,Strategy Director,Food Preparation Workers,0.0
2314,Technical Architect,Technical Writers,0.3771991178476722
2315,Clinical Research Specialist,Clinical Research Coordinators,0.5369390582958851
2316,Commercial Expansion Lead,Commercial Pilots,0.3633846921973482
2317,Finance,Food Preparation Workers,0.0
2318,Associate Product Counsel,Demonstrators and Product Promoters,0.18590477394209717
2319,Computational Biologist,Food Preparation Workers,0.0
2320,Advanced Tactics Instructor,Advanced Practice Psychiatric Nurses,0.26248265080115957
2321,Organic Vegetable Farmer,Food Preparation Workers,0.0
2322,Software Engineering Team Lead,Team Assemblers,0.3724727927054399
2323,Equity Investment Analyst,Financial and Investment Analysts,0.31208473808164977
2324,Assistant Head Coach,Chefs and Head Cooks,0.2540461439944261
2325,Senior Business Operations Manager,"Business Operations Specialists, All Other",0.4918536046632161
2326,Assistant Research Coordinator,Operations Research Analysts,0.24718887009797733
2327,Regional President,Urban and Regional Planners,0.36341418805647585
2328,Freelance Software Architect,Software Developers,0.2573891637618204
2329,Architecture Teacher Scholar,"Architecture Teachers, Postsecondary",0.48504653279911214
2330,Politics Reporter,Food Preparation Workers,0.0
2331,Contributor,Food Preparation Workers,0.0
2332,Bioinformatics Analyst,Bioinformatics Technicians,0.7127211664228639
2333,Agricultural Water Quality Specialist,Agricultural Technicians,0.44664241450076725
2334,Assistant Public Defender I,Public Relations Managers,0.33099229516383416
2335,Recruiting Operations Manager,Operations Research Analysts,0.2769764746598263
2336,Visiting Lecturer,Food Preparation Workers,0.0
2337,Projects Director,Food Preparation Workers,0.0
2338,Global Corporate Banking COO Vice President,Food Preparation Workers,0.0
2339,Senior Advisor,Food Preparation Workers,0.0
2340,Named Postdoctoral Scholar,Food Preparation Workers,0.0
2341,Senior Newsroom Engineer,Food Preparation Workers,0.0
2342,Antitrust Associate,Food Preparation Workers,0.0
2343,Growth Program Manager,Food Preparation Workers,0.0
2344,Program Specialist,Food Preparation Workers,0.0
2345,Editor-in-Chief,Chief Executives,0.25194761692805995
2346,Healthcare Operations Analyst,Healthcare Social Workers,0.49041530793466387
2347,Business Operations Manager,"Business Operations Specialists, All Other",0.5379583558589864
2348,Assistant Football Coach,Food Preparation Workers,0.0
2349,Deputy City Attorney,Food Preparation Workers,0.0
2350,Educational Consultant,"Educational Instruction and Library Workers, All Other",0.392074165108166
2351,Sound Collector,Sound Engineering Technicians,0.5139566237092233
2352,Associate Data Scientist,Data Scientists,0.3525673779085108
2353,Associate Managing Consultant,Food Preparation Workers,0.0
2354,Package Handler,Food Preparation Workers,0.0
2355,Senior Content Producer,Food Preparation Workers,0.0
2356,FX Forwards Trading Analyst,Food Preparation Workers,0.0
2357,Senior Product Marketing Specialist,Marketing Managers,0.36915204580408406
2358,Development Associate,Training and Development Managers,0.34745833755738786
2359,Decision Analytics Associate Consultant,Food Preparation Workers,0.0
2360,Representative,Food Preparation Workers,0.0
2361,Global Industry Analyst,Food Preparation Workers,0.0
2362,Performance Manager,"Makeup Artists, Theatrical and Performance",0.39237015805308234
2363,Head of Private Markets,Private Detectives and Investigators,0.26886615527907454
2364,Senior Quantitative UX Researcher,Financial Quantitative Analysts,0.34226711066725907
2365,Senior Business Development Manager,"Business Teachers, Postsecondary",0.30762592733031247
2366,Community Outreach Coordinator,Community Health Workers,0.37536652030981826
2367,M&A Investment Banking Associate,Financial and Investment Analysts,0.30150506716799474
2368,Financial Institution Policy Analyst I,"Cooks, Institution and Cafeteria",0.37966166283204916
2369,Agent Trainee,Food Preparation Workers,0.0
2370,Sustainability Specialist,Sustainability Specialists,0.6500692319202376
2371,Vice President of Sales,Sales Managers,0.33045442703799366
2372,Biotech Management Consultant,Management Analysts,0.3574926609918061
2373,Chief Strategy and Innovation Officer,Chief Executives,0.23083673831877335
2374,Pastoral Care Associate,Personal Care Aides,0.3429781170532303
2375,Director of Clinical Education,"Education Teachers, Postsecondary",0.3374586322855188
2376,Business Integration Senior Analyst,"Business Teachers, Postsecondary",0.2527908195918973
2377,Quality Management Team Lead,Management Analysts,0.34636459169418715
2378,Electric Propulsion Engineer II,"Electric Motor, Power Tool, and Related Repairers",0.29263718017503315
2379,Senior Online Editor,Online Merchants,0.518281790001133
2380,Co-Founder & CEO,Food Preparation Workers,0.0
2381,Dentist,Food Preparation Workers,0.0
2382,Independent Producer,Food Preparation Workers,0.0
2383,Growth Program,Food Preparation Workers,0.0
2384,Laboratory Technician,Ophthalmic Laboratory Technicians,0.42363783033813895
2385,Test Engineer,Food Preparation Workers,0.0
2386,Provost's Postdoctoral Fellow,Food Preparation Workers,0.0
2387,Engineer II,Food Preparation Workers,0.0
2388,Investment Operations Manager,Financial and Investment Analysts,0.3565534041514643
2389,International Affairs Associate,Regulatory Affairs Managers,0.39042091875443613
2390,Regional Marketing Lead,Marketing Managers,0.35937235815676755
2391,Theater Designer,Food Preparation Workers,0.0
2392,Group Fitness Coordinator,Exercise Trainers and Group Fitness Instructors,0.5222203736708838
2393,Co-Producer,Food Preparation Workers,0.0
2394,Business Development Coordinator,"Business Teachers, Postsecondary",0.3063434573059139
2395,Strategic Impact & Communication Advisor,"Media and Communication Workers, All Other",0.33222974393963883
2396,Psychiatry Resident,Food Preparation Workers,0.0
2397,Romanian Language Student,Speech-Language Pathologists,0.2816908860355292
2398,Scientific Partnerships Manager,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.23934510564985037
2399,Commercial Director,Commercial Pilots,0.5280657340504189
2400,Emergency Medicine Specialist,Emergency Medicine Physicians,0.7157355103611425
2401,Chief Engineer,Chief Executives,0.41159326086224934
2402,Chief Business Officer,Chief Executives,0.3008283320936056
2403,Sports Ambassador,Sports Medicine Physicians,0.3942382869737631
2404,Project Finance Associate,Project Management Specialists,0.318450690807889
2405,Medical Student Researcher,Medical Assistants,0.3948944758831761
2406,Policy Data Analyst,Data Scientists,0.3305863773505328
2407,Co-Artistic Director,Food Preparation Workers,0.0
2408,Energy Storage Performance Analyst,"Transportation, Storage, and Distribution Managers",0.34823276704909784
2409,Placement Support,"Legal Support Workers, All Other",0.3187822769125462
2410,Interim Executive Director,Executive Secretaries and Executive Administrative Assistants,0.3169606518827709
2411,Senior Data Engineer II,Data Scientists,0.3214042222256471
2412,Noise and Vibration Consultant,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.1055072656816744
2413,PGY-5 Resident,Food Preparation Workers,0.0
2414,Higher Education Teaching Research Assistant,"Teaching Assistants, Special Education",0.46299880241529556
2415,Robotics Software Engineer,Robotics Technicians,0.6009507901316424
2416,Cloud Platform Architect,Food Preparation Workers,0.0
2417,Senior Market Acquisitions Director,Market Research Analysts and Marketing Specialists,0.27552548011175804
2418,Computational Biologist II,Food Preparation Workers,0.0
2419,Senior Recruiter,Food Preparation Workers,0.0
2420,Senior Vice President,Food Preparation Workers,0.0
2421,Commercial Real Estate Broker,Real Estate Brokers,0.5164753235184825
2422,Sales Engineer,Sales Managers,0.5627672812670879
2423,Global Product Manager II,Demonstrators and Product Promoters,0.1662335702728141
2424,Senior Account Representative,Bill and Account Collectors,0.23906902172117714
2425,Associate II,Food Preparation Workers,0.0
2426,Business Development Launch Manager,Aircraft Launch and Recovery Specialists,0.36712003801579085
2427,MD Candidate,Food Preparation Workers,0.0
2428,Doctor of Philosophy,"Philosophy and Religion Teachers, Postsecondary",0.3858038149383702
2429,MD student,Food Preparation Workers,0.0
2430,Interventional Cardiology Fellow,Food Preparation Workers,0.0
2431,Supervisory Research Ecologist,Operations Research Analysts,0.14843163159016481
2432,Associate Engineer,Food Preparation Workers,0.0
2433,Manufacturing Engineering Program Team Supervisor,Manufacturing Engineers,0.40361326656307484
2434,Founding Partner,Food Preparation Workers,0.0
2435,Secretary Board Of Directors,Talent Directors,0.3793648850051781
2436,Senior Portfolio Manager,Food Preparation Workers,0.0
2437,Staff Physician,Physician Assistants,0.5466439880778545
2438,Foundation Assistant,Food Preparation Workers,0.0
2439,Senior Delivery Assurance Analyst,Software Quality Assurance Analysts and Testers,0.28264097143526973
2440,Pastor,Food Preparation Workers,0.0
2441,Corporate Sustainability Lead,Sustainability Specialists,0.5402511519038147
2442,Associate Administrator,Food Preparation Workers,0.0
2443,Staff Product Strategy Manager,Demonstrators and Product Promoters,0.1756243038273633
2444,Lead Backend Engineer,Food Preparation Workers,0.0
2445,MPA Candidate,Food Preparation Workers,0.0
2446,Muni Trading Associate,Food Preparation Workers,0.0
2447,Host and Executive Producer,Executive Secretaries and Executive Administrative Assistants,0.3312726388356789
2448,Chief People Officer,Chief Executives,0.24688413407506718
2449,Software Engineering Lead,"Engineering Teachers, Postsecondary",0.3493400338068494
2450,Associate Environmental Planner,Environmental Engineers,0.48623973822792377
2451,Structurer,Food Preparation Workers,0.0
2452,Senior Compliance Analyst,Compliance Managers,0.5854370723667923
2453,Visiting Assistant Profesor,Food Preparation Workers,0.0
2454,Assistant Athletic Director,Athletic Trainers,0.5713582809495352
2455,Urologist,Food Preparation Workers,0.0
2456,Communications Coordinator,"Communications Teachers, Postsecondary",0.44028383429184426
2457,Localization -Visual Arts Team Lead,Team Assemblers,0.2503382900817783
2458,Business Law Attorney,"Law Teachers, Postsecondary",0.4220628862299169
2459,Product Design Engineer,Demonstrators and Product Promoters,0.19354691107131966
2460,Supervisor Child Trauma Therapist,"Child, Family, and School Social Workers",0.27263971230127776
2461,Emerging League Fellow,Food Preparation Workers,0.0
2462,Research Data Associate,Data Scientists,0.37727812935244204
2463,Behavioral Health Consultant,Community Health Workers,0.3201666417497657
2464,SAT Tutor,Food Preparation Workers,0.0
2465,Associate Account Manager,Bill and Account Collectors,0.3075982082332448
2466,Visiting Secretary,Food Preparation Workers,0.0
2467,Equal Justice Works Fellow,Equal Opportunity Representatives and Officers,0.29585207262859065
2468,M&A Associate,Food Preparation Workers,0.0
2469,Psychotherapist,Food Preparation Workers,0.0
2470,Alumni Council Executive Committee,Executive Secretaries and Executive Administrative Assistants,0.20286448902060886
2471,PGY-3 Medical Resident,Medical Assistants,0.36673458746911464
2472,Assistant Professor,Food Preparation Workers,0.0
2473,Director's Assistant,Food Preparation Workers,0.0
2474,Research and Evaluation Manager,Computer and Information Research Scientists,0.2198235622476425
2475,Researcher,Food Preparation Workers,0.0
2476,Tax Associate,Tax Preparers,0.5815470859712476
2477,IG Credit Trading Associate,Credit Analysts,0.35079774859975876
2478,Graduate,Food Preparation Workers,0.0
2479,Robotics Mechanical Engineer,Robotics Technicians,0.5581877678927686
2480,Trainee Solicitor,Food Preparation Workers,0.0
2481,Senior Lead Scientist,Food Preparation Workers,0.0
2482,Special Projects Manager,Special Forces,0.346319217281277
2483,Enterprise Client Solutions Manager,Food Preparation Workers,0.0
2484,Sales Coordinator,Sales Managers,0.5060992917424196
2485,Operations & Delivery Senior Associate,Operations Research Analysts,0.24385401559351721
2486,Deputy Organizing Director,Food Preparation Workers,0.0
2487,Senior Computational Scientist,Food Preparation Workers,0.0
2488,General Engineer,General and Operations Managers,0.5132163226447295
2489,Senior Project Development Associate,Project Management Specialists,0.32141670125625166
2490,Production Coordinator,Helpers--Production Workers,0.46007901130205187
2491,Assistant Secretary,Food Preparation Workers,0.0
2492,Academic Advisor,Food Preparation Workers,0.0
2493,Financial Risk Associate,Financial Risk Specialists,0.786194139365279
2494,2nd Year Resident,Food Preparation Workers,0.0
2495,Unit Head,"Service Unit Operators, Oil and Gas",0.38493529673670973
2496,Community Science Program Assistant,Community Health Workers,0.3744748666127189
2497,Marine Engineer,Marine Engineers and Naval Architects,0.4539002794258854
2498,Scientist I,Food Preparation Workers,0.0
2499,Correspondent,Food Preparation Workers,0.0
2500,Senior trader,Food Preparation Workers,0.0
2501,Technical Account Manager,Technical Writers,0.3635314673634741
2502,Research Software Development Engineer II,Software Developers,0.2510836615914479
2503,Senior Trade Marketing Manager,Marketing Managers,0.2969779144702694
2504,Scientific Researcher,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.2720720967226996
2505,Staff User Experience Researcher,Computer User Support Specialists,0.32241544992308957
2506,Hydraulic Engineer,Food Preparation Workers,0.0
2507,Navy Head Squash Coach,Chefs and Head Cooks,0.16026387284653024
2508,Lighting Artist,Lighting Technicians,0.6435133056069194
2509,Staff Battery Design Engineer,Food Preparation Workers,0.0
2510,Head of Strategy,Chefs and Head Cooks,0.26753489127782054
2511,Senior Software Development Engineer,Software Developers,0.30136470038941765
2512,Sales Director,Sales Managers,0.5333777246649852
2513,Senior Attitude Determination and Control System Engineer,"Plant and System Operators, All Other",0.2463879297034227
2514,Assessment Content Manager,Food Preparation Workers,0.0
2515,Awards Director,Food Preparation Workers,0.0
2516,Blogger,Food Preparation Workers,0.0
2517,Analysis Coordinator,"Compensation, Benefits, and Job Analysis Specialists",0.36160470538628164
2518,Not-for-Profit Healthcare Investment Banking Associate,Healthcare Social Workers,0.23831299569350506
2519,Implementation Lead,Food Preparation Workers,0.0
2520,Publicity Director,Food Preparation Workers,0.0
2521,TMT Corporate Access Specialist,Food Preparation Workers,0.0
2522,Loads Engineer,Food Preparation Workers,0.0
2523,Audio Producer,Audio and Video Technicians,0.4943372619401357
2524,Program Analyst IV,Food Preparation Workers,0.0
2525,Navigator,Food Preparation Workers,0.0
2526,ESG Associate,Food Preparation Workers,0.0
2527,Administrative Resident,Administrative Services Managers,0.48358981461217754
2528,Operations Supervisor,Operations Research Analysts,0.3098741969214105
2529,Doctoral Researcher,Food Preparation Workers,0.0
2530,National Account Sales Manager,Sales Managers,0.32268283822755245
2531,Registration Services Coordinator,Administrative Services Managers,0.30545207059591856
2532,Research Associate I,Operations Research Analysts,0.3388549914140331
2533,Consumer Marketing Manager,"Family and Consumer Sciences Teachers, Postsecondary",0.3698293740563612
2534,Senior Account Partner,Bill and Account Collectors,0.25876036633756916
2535,Marketing Communications Consultant,Marketing Managers,0.37272728744583117
2536,Associate Counsel,Food Preparation Workers,0.0
2537,Community Director,Community Health Workers,0.5236196874727198
2538,Digital Brand Specialist,Digital Forensics Analysts,0.2745168299402774
2539,Legal Aide,"Legal Support Workers, All Other",0.30401781674664613
2540,Community Developer,Community Health Workers,0.4746754508022072
2541,Special Projects Editor,Special Forces,0.3155431011553
2542,Project Fellow,Project Management Specialists,0.40823324197627486
2543,Group Director,Exercise Trainers and Group Fitness Instructors,0.31773446759118795
2544,Senior Streaming Engineer,Food Preparation Workers,0.0
2545,Sales Development Representative,Sales Managers,0.3596476037650342
2546,Senior Process Engineer,Photographic Process Workers and Processing Machine Operators,0.33802587113343363
2547,Business Associate,"Business Teachers, Postsecondary",0.41722738282941224
2548,Bertha Justice Fellow,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.2557703916728493
2549,Strategy Project Manager,Project Management Specialists,0.35045193969791294
2550,Lab Technician,Food Preparation Workers,0.0
2551,NASA Postdoctoral Program fellow,Food Preparation Workers,0.0
2552,Ticket Sales Associate,Sales Managers,0.3458225542387183
2553,Co-Investigator,Food Preparation Workers,0.0
2554,Internal Consultant,General Internal Medicine Physicians,0.4401237988163679
2555,Recruiting Manager,Food Preparation Workers,0.0
2556,Actuarial Analyst,Food Preparation Workers,0.0
2557,Financial Advisor,Financial Managers,0.5425600248725195
2558,Senior Security Engineer,Security Managers,0.585227543731667
2559,General Surgery Resident,General and Operations Managers,0.3346743146428801
2560,Traditional Irish Music Teacher,Music Therapists,0.30661752390045643
2561,Advancement Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.12883256575847526
2562,Sea Level Rise Fellow,Food Preparation Workers,0.0
2563,Perfumer,Food Preparation Workers,0.0
2564,Investment Professional,Financial and Investment Analysts,0.34188398609989706
2565,Staff Accountant,Food Preparation Workers,0.0
2566,Associate Wealth Advisor,Food Preparation Workers,0.0
2567,Sales Lead Manager,Sales Managers,0.47541945184439316
2568,Foreign Exchange Trader,"Foreign Language and Literature Teachers, Postsecondary",0.2781372827186795
2569,Mathematics Tutor,Food Preparation Workers,0.0
2570,Senior Research Coordinator,Operations Research Analysts,0.261873201700109
2571,Spanish Interpreter,Food Preparation Workers,0.0
2572,Senior Staff Demand Planner,Food Preparation Workers,0.0
2573,Senior Data Science Manager,Food Science Technicians,0.33997552735003467
2574,Senior Speech Scientist,Speech-Language Pathologists,0.45017826554582674
2575,PGY-4 Resident,Food Preparation Workers,0.0
2576,Master of Public Administration,Public Relations Managers,0.2709469216674462
2577,Strategy Associate,Food Preparation Workers,0.0
2578,Account Executive Team Lead,Team Assemblers,0.36744253045292624
2579,Head of e-Commerce,Chefs and Head Cooks,0.21855406079936093
2580,Narrative Writer II,Food Preparation Workers,0.0
2581,Festival Producer,Food Preparation Workers,0.0
2582,Category Specialist II,Food Preparation Workers,0.0
2583,Scientist IV,Food Preparation Workers,0.0
2584,Named Research Assistant,Operations Research Analysts,0.20735866870666214
2585,Behavioral Scientist,Substance Abuse and Behavioral Disorder Counselors,0.3425121842249345
2586,Lead Certified Climbing Wall Instructor,"Insulation Workers, Floor, Ceiling, and Wall",0.24990113215039547
2587,Academic Coordinator,Food Preparation Workers,0.0
2588,Human Services Specialist,Human Resources Managers,0.36604766066249483
2589,Junior Copywriter,Food Preparation Workers,0.0
2590,Assistant Director,Food Preparation Workers,0.0
2591,Battalion Air Officer,Air Crew Officers,0.34619077946036764
2592,Digital Fellow,Digital Forensics Analysts,0.3729863159659322
2593,Editor and Writer,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.16451487737988846
2594,Associate Consultant,Food Preparation Workers,0.0
2595,Freelance Marketing Consultant,Marketing Managers,0.36078933277027836
2596,Enterprise Client Service Partner,Food Service Managers,0.24610548823928843
2597,Senior Mechanical Engineer,Mechanical Engineers,0.5787577825674763
2598,Digital Account Executive,Executive Secretaries and Executive Administrative Assistants,0.3381903584681154
2599,Co-Vice President,Food Preparation Workers,0.0
2600,Staff Geologist,Food Preparation Workers,0.0
2601,Marketing Intern,Marketing Managers,0.4115705651336862
2602,Senior Staff Attorney,Food Preparation Workers,0.0
2603,Studio Artist,Food Preparation Workers,0.0
2604,Fellow Physician,Physician Assistants,0.5784330793107225
2605,Senior Research Manager,Operations Research Analysts,0.299209094319483
2606,Development Assistant,Training and Development Managers,0.32867833258472484
2607,Internal Medicine Hospitalist,General Internal Medicine Physicians,0.5487333869310438
2608,Commander,Food Preparation Workers,0.0
2609,Portfolio Associate,Food Preparation Workers,0.0
2610,Anti-Money Laundering Associate,Food Preparation Workers,0.0
2611,Senior Adviser,Food Preparation Workers,0.0
2612,Emerging Markets Credit Trader,Credit Analysts,0.3434643212828005
2613,Associate Portfolio Manager,Food Preparation Workers,0.0
2614,Lead Architect,Food Preparation Workers,0.0
2615,Psychology Resident,"Psychology Teachers, Postsecondary",0.5524222000240127
2616,Actress,Food Preparation Workers,0.0
2617,Backend Engineer III,Food Preparation Workers,0.0
2618,Education Policy Analyst,"Education Teachers, Postsecondary",0.3776222393364689
2619,Employee Engagement & Business Services Training Program Manager,Training and Development Managers,0.31367051159101184
2620,Senior Clinical Trials Specialist,Clinical Data Managers,0.27944049985907937
2621,Historian,Food Preparation Workers,0.0
2622,Senior Product Design Engineer,Demonstrators and Product Promoters,0.17936525027049469
2623,Associate Teacher,Food Preparation Workers,0.0
2624,Aerospace and Mechanical Engineer,Aerospace Engineers,0.5632678849701176
2625,MSt Candidate,Food Preparation Workers,0.0
2626,Hematology Oncology Fellow,Food Preparation Workers,0.0
2627,College Guidance Director,"Educational, Guidance, and Career Counselors and Advisors",0.2914474867562222
2628,Co-Manager,Food Preparation Workers,0.0
2629,Research Coordinator II,Operations Research Analysts,0.23067841992260013
2630,Copyeditor,Food Preparation Workers,0.0
2631,Assistant Barn Manager,Food Preparation Workers,0.0
2632,Research Product Manager,Operations Research Analysts,0.2652036804405855
2633,Cofounder,Food Preparation Workers,0.0
2634,Q Clinic: Clinical Student,Clinical Data Managers,0.29499248869858147
2635,Music Coordinator,Music Therapists,0.5625616374478318
2636,Benefits Architect,Compensation and Benefits Managers,0.471187620310408
2637,Skills Trainer II,Food Preparation Workers,0.0
2638,Master Candidate,Food Preparation Workers,0.0
2639,Structural and Mechanical Engineer,Mechanical Engineers,0.4403802270945181
2640,Marketing and Social Media Associate,"Media and Communication Workers, All Other",0.3418100023385141
2641,Legal Recovery Assistant,Aircraft Launch and Recovery Specialists,0.39904579285654695
2642,Private Equity Investor,Private Detectives and Investigators,0.2822783265111867
2643,Assistant Unit Leader,"Service Unit Operators, Oil and Gas",0.34077159423643727
2644,Licensed Naturopathic Doctor,Naturopathic Physicians,0.4827326308004918
2645,High School Science Teacher,School Psychologists,0.3019509482688652
2646,First Grade Resource Teacher,Water Resource Specialists,0.36324423607288725
2647,Physician,Physician Assistants,0.7049356206228071
2648,Fabrication Engineer II,Food Preparation Workers,0.0
2649,Senior Director of Impact,First-Line Supervisors of Security Workers,0.1429270235900168
2650,Business Operations and Ecommerce Senior Manager,"Business Operations Specialists, All Other",0.34721747615967374
2651,US Privacy Compliance & Information Security Governance Lead,Information Security Engineers,0.40404305821344244
2652,Events Coordinator,Food Preparation Workers,0.0
2653,CRM Manager,Food Preparation Workers,0.0
2654,Inbound Wholesaling Associate,Food Preparation Workers,0.0
2655,Senior Product Marketing Manager,Marketing Managers,0.3995393881270917
2656,NSF EAR Postdoctoral Research Fellow,Operations Research Analysts,0.12963034997754638
2657,Lead Manager,Food Preparation Workers,0.0
2658,Climate Resilience Specialist,Climate Change Policy Analysts,0.3216425482570976
2659,Formation and Aging Process Engineer,Photographic Process Workers and Processing Machine Operators,0.22997043269178213
2660,Project Accountant,Project Management Specialists,0.2875825069357792
2661,Clinical Scientist II,Clinical Data Managers,0.36091602865830835
2662,User Experiance Researcher,Computer User Support Specialists,0.31113475437319105
2663,Associate Analyst,Food Preparation Workers,0.0
2664,3B Teacher,Food Preparation Workers,0.0
2665,Research Consultant,Operations Research Analysts,0.2984094609317984
2666,Communications Officer,"Communications Teachers, Postsecondary",0.4377709561113616
2667,Investigator,Food Preparation Workers,0.0
2668,Lead Mechanical Engineer,Mechanical Engineers,0.5483657544226129
2669,International Student & Scholar Coordinator,Food Preparation Workers,0.0
2670,Senior Assistant Planner,Food Preparation Workers,0.0
2671,Human Resources Information System Analyst,Human Resources Managers,0.5745274488222498
2672,Board Observer,Food Preparation Workers,0.0
2673,Management Consulting Manager,Management Analysts,0.4065250589261126
2674,Head Coach,Chefs and Head Cooks,0.285981323471922
2675,Project Engineer III,Project Management Specialists,0.3112101653564953
2676,Full Stack Engineer,Food Preparation Workers,0.0
2677,Psychiatric Nurse Practitioner,Psychiatric Technicians,0.4895716008207795
2678,Member,Food Preparation Workers,0.0
2679,Geologist I,Food Preparation Workers,0.0
2680,Investment Banking Senior Analyst,Financial and Investment Analysts,0.28132577284777016
2681,Script Reader,Food Preparation Workers,0.0
2682,Interim Director,Food Preparation Workers,0.0
2683,SSD Firmware Simulation Engineer,Food Preparation Workers,0.0
2684,Co-Host,Food Preparation Workers,0.0
2685,Cognitive Consultant,Food Preparation Workers,0.0
2686,Manager of Instruction,"Educational Instruction and Library Workers, All Other",0.4103021048400805
2687,Research Development Software Engineer,Software Developers,0.29002577532356466
2688,Impact Strategist,Food Preparation Workers,0.0
2689,Head of Product,Chefs and Head Cooks,0.2731714178608464
2690,Curriculum Production Associate,Helpers--Production Workers,0.3488525304486193
2691,Senior Instructor,Food Preparation Workers,0.0
2692,Assistant Medical Director,Medical Assistants,0.46060618793025
2693,Music Tech Founder,Music Therapists,0.3923761935431452
2694,Mathematical Statistician,"Mathematical Science Teachers, Postsecondary",0.4528878775591091
2695,Faculty Lecturer,Food Preparation Workers,0.0
2696,Bioethicist,Food Preparation Workers,0.0
2697,Editor At Large,Food Preparation Workers,0.0
2698,R&D Manager,Food Preparation Workers,0.0
2699,Freelance Photojournalist,Food Preparation Workers,0.0
2700,Pro Tutor,Food Preparation Workers,0.0
2701,Satellite Systems Engineer,Computer Systems Analysts,0.29095183168252037
2702,Founder & CEO,Food Preparation Workers,0.0
2703,Child Life Assistant,"Life Scientists, All Other",0.3890155535733186
2704,MFA Student,Food Preparation Workers,0.0
2705,Admission Counselor,Food Preparation Workers,0.0
2706,Veterinarian Reviewer,Food Preparation Workers,0.0
2707,Physical Security Engineer,Physical Therapists,0.5067548965511961
2708,Regional Spirits & RTD Manager,Urban and Regional Planners,0.21902729770246251
2709,Lead Revenue Operations Analyst,"Tax Examiners and Collectors, and Revenue Agents",0.2741424889002349
2710,Social Service Program Data Manager,Social and Community Service Managers,0.4996470385368955
2711,Junior Partner,Food Preparation Workers,0.0
2712,Administrative Fellow,Administrative Services Managers,0.5172215113665722
